search.id,University,Department,Position,Name,ecoevo,sex,PhD.taiwan,PhD.country,PhD.university,PhD.uni.rank,PhD,Assistant.since,full.professor,time.to.assistant,time.to.full,Paper.number.before,Paper.number.after,Associate.since,Professor.since,Year,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index_before,h_index_after,h_index_diff,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA,beforeafter,stage
52,National Taiwan University,Department of Life Science,Professor,Hsiu-Hui_Shih,1,f,Taiwan,Taiwan,National Taiwan University,68,NA,1991,2004,NA,13,NA,NA,NA,NA, 2000 to 2004,8,301,20,15.05,37.63,149.97,4.53,2.63,7,0,-7,8,5,2.88,7,16.73,4.09,8.5,15.81,4.28,12/31/21 2:45,7.49,0.35,99.3,100,0,2001,2004,301,5,3,1,0,3,before,full
54,National Cheng Kung University,Department of Life Sciences,Assistant Professor,Yu-Hsun_Hsu,1,f,non-Taiwan,NZ,University of Otago,194,2014,2018,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
55,National Chung Hsing University,Department of Forestry,Professor,Hsy-Yu_Tzeng,1,m,Taiwan,Taiwan,National Chung Hsing University,675,2003,2007,2018,4,11,NA,NA,NA,NA, 2014 to 2018,10,115,7,16.43,11.5,24.04,1.97,5.3,6,NA,,10,6,1.2,4,23.8,4.88,4.99,8.06,1.73,12/20/21 16:36,3.43,0.57,87.8,100,0,2014,2018,115,8,5,1,0,3,before,full
56,National Sun Yat-sen University,Department of Biological Sciences,Assistant Professor,"Huang,_Shu-Ping",1,f,Taiwan,Taiwan,National Taiwan Normal University,334,2008,2015,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
57,National Taiwan University,Institute of Oceanography,Associate Professor,Hui-Yu_Wang,1,f,non-Taiwan,USA,University of Michigan,23,2009,2011,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
58,National Taiwan University,Department of Entomology,Assistant Professor,Hui-Yun_Tseng,1,f,Taiwan,Taiwan,TUNGHAI UNIVERSITY,1201,2017,2019,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
59,National Chung Hsing University,Department of Horticulture,Assistant Professor,Hung-Ming_Tu,1,m,Taiwan,Taiwan,National Taiwan University,68,2017,2018,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
61,National Taiwan University,College of Medicine,Professor,Hurng-Yi_Wang,1,m,Taiwan,Taiwan,National Taiwan Normal University,334,2000,2006,2015,6,9,NA,NA,NA,NA, 2011 to 2015,16,934,10,93.4,58.38,181.56,3.54,4.94,12,8,-4,16,8,2.29,6,128.51,11.34,25.17,27.48,3.34,12/4/21 2:31,18.15,0.6,96.3,100,3,2011,2015,934,15,10,5,2,5,before,full
62,National Cheng Kung University,Department of Life Sciences,Associate Professor,I-Ching_Chen,1,f,non-Taiwan,UK,University of York,151,2011,2012,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
63,Academia Sinica,Biodiversity Research Center,Associate Professor,Isheng_Jason_Tsai,1,m,non-Taiwan,UK,Imperial College London,7,2009,2015,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
64,National Taiwan University,Institute of Oceanography,Professor,Jen-Chieh_Shiao,1,m,Taiwan,Taiwan,National Taiwan University,68,2002,2006,2015,4,9,NA,NA,NA,NA, 2011 to 2015,15,303,10,30.3,20.2,80.18,4,4.13,11,6,-5,15,7,2.63,5,36.77,6.06,9.79,12.88,3.47,12/12/21 2:55,8.01,0.5,94.7,100,0,2011,2015,303,12,7,3,0,3,before,full
65,Academia Sinica,Biodiversity Research Center,Assistant Professor,Jen-Pan_Huang,1,m,non-Taiwan,USA,University of Michigan,23,2016,2019,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
66,National Chung Hsing University,Department of Entomology,Professor,Jeng-Tze_Yang,1,m,Taiwan,Taiwan,National Chung Hsing University,675,1993,1993,2003,0,10,NA,NA,NA,NA, 1999 to 2003,6,58,22,2.64,9.67,24.42,2.58,2.5,5,3,-2,6,2,1.92,3,3,1.73,1.27,5.39,2.58,12/12/21 4:01,1.11,0.14,93.1,100,0,1999,2003,58,1,0,0,0,1,before,full
67,National Taiwan Normal University,Department of Life Science,Professor,Jenn-Che_Wang,1,m,Taiwan,Taiwan,National Taiwan University,68,1988,1988,1996,0,8,NA,NA,NA,NA, 1992 to 1996,6,34,29,1.17,5.67,27,3.75,2,4,4,0,5,1,2.67,3,1.3,1.14,1.04,4.12,3,11/27/21 22:42,0.93,0.1,97.1,100,0,1992,1996,34,0,0,0,0,1,before,full
68,National Taiwan University,Institute of Ecology and Evolutionary Biology,Professor,Jer-Ming_Hu,1,m,non-Taiwan,USA,University of California; Davis,108,2000,2001,2017,1,16,NA,NA,NA,NA, 2013 to 2017,12,296,8,37,24.67,74.78,4.01,3.67,9,NA,,12,7,2.13,6,53.91,7.34,13.21,14.28,3.52,12/2/21 3:25,9.34,0.75,96.3,100,2,2013,2017,296,9,7,5,0,5,before,full
70,National Taiwan University,Department of Plant Pathology and Microbiology,Assistant Professor,Jiue-in_Yang,1,f,non-Taiwan,USA,University of California; Riverside,403,2012,2015,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
71,Academia Sinica,Biodiversity Research Center,Associate Professor,John_Wang,1,m,non-Taiwan,USA,Stanford University,3,2002,2010,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
72,Academia Sinica,Institute of Cellular and Organismic Biology,Associate Professor,Jr-Kai_Yu,1,m,non-Taiwan,USA,University of California; San Diego,48,2005,2007,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
73,Academia Sinica,Institute of Molecular Biology,Professor,Jun-Yi_Leu,1,m,non-Taiwan,USA,Yale University,14,1999,2006,2013,7,7,NA,NA,NA,NA, 2009 to 2013,11,772,12,64.33,70.18,244.58,3.65,3.36,11,11,0,11,11,3.27,10,79.4,8.91,24.69,25.51,3.65,12/13/21 3:07,20.38,0.83,100,100,4,2009,2013,772,11,11,7,0,6,before,full
74,National Sun Yat-sen University,Department of Oceanography,Professor,Keryea_Soong,1,m,non-Taiwan,USA,University of Texas at Austin,67,1990,1990,1994,0,4,NA,NA,NA,NA, 1990 to 1994,8,555,31,17.9,69.38,453.1,5.7,1.88,7,7,0,8,3,3.77,6,19.16,4.38,15.62,22.34,5.7,12/21/21 20:01,14.61,0.19,98.7,100,0,1990,1994,555,3,3,3,0,3,before,full
75,Academia Sinica,Biodiversity Research Center,Assistant Professor,Ko-Hsuan_Chen,1,f,non-Taiwan,USA,Duke University,52,2017,2019,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
76,National Chung Hsing University,Department of Entomology,Associate Professor,Kok-Boon_Neoh,1,m,non-Taiwan,Malaysia,Universiti Sains Malaysia,147,2010,2015,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
77,Academia Sinica,Biodiversity Research Center,Associate Professor,Kuo-Fang_Chung,1,m,non-Taiwan,USA,Washington University in St. Louis,107,2006,2008,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
78,National Sun Yat-sen University,Department of Oceanography,Professor,Li-Lian_Liu,1,f,non-Taiwan,USA,Louisiana State University,900,1990,1990,1999,0,9,NA,NA,NA,NA, 1995 to 1999,11,83,26,3.19,7.55,38.95,4.48,2.82,5,3,-2,9,2,1.92,4,3.43,1.85,1.61,6.93,2.7,12/21/21 19:32,1.49,0.15,88,98.8,0,1995,1999,83,1,0,0,0,1,before,full
79,National Tsing Hua University,Department of Life Science,Assistant Professor,Li-Yaung_Kuo,1,m,Taiwan,Taiwan,National Taiwan University,68,2015,2020,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
80,National Taiwan University,Institute of Ecology and Evolutionary Biology,Professor,Ling-Ling_Lee,1,f,non-Taiwan,USA,University of California; Davis,108,1986,1987,2004,1,17,NA,NA,NA,NA, 2000 to 2004,12,257,21,12.24,21.42,109.5,5.34,2.5,7,6,-1,12,4,3.27,7,14.2,3.77,5.98,14.39,3.33,12/5/21 3:16,5.21,0.33,99.6,100,0,2000,2004,257,5,2,1,0,2,before,full
81,National Chung Hsing University,Department of Entomology,Professor,Man-Miao_Yang,1,f,non-Taiwan,USA,University of Maryland; College Park,158,1995,2000,2015,5,15,NA,NA,NA,NA, 2011 to 2015,19,508,10,50.8,26.74,114.08,4.18,4.84,13,7,-6,19,10,2.77,7,59.94,7.74,13.44,17.49,3.93,12/12/21 17:22,11.4,0.7,93.5,100,1,2011,2015,508,15,12,4,0,4,before,full
82,Academia Sinica,Biodiversity Research Center,Assistant Professor,Mao-Ning_Tuanmu,1,m,non-Taiwan,USA,Michigan State University,157,2012,2016,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
83,National Taiwan University,Department of Entomology,Associate Professor,Matan_Shelomi,1,m,non-Taiwan,USA,University of California; Davis,108,2014,2017,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
84,National Sun Yat-sen University,Doctoral Degree Program in Marine Biotechnology,Assistant Professor,Mei-Fang_Lin,1,f,non-Taiwan,Australia,James Cook University,424,2016,2020,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
85,National Chung Hsing University,Department of Entomology,Professor,Mei-Hwa_Kuo,1,f,Taiwan,Taiwan,National Chung Hsing University,675,1995,NA,2014,NA,NA,NA,NA,NA,NA, 2010 to 2014,10,181,11,16.45,18.1,54.52,2.78,4,8,5,-3,10,6,2.06,5,21.41,4.63,6.46,10.15,2.78,12/12/21 16:24,4.95,0.45,92.3,100,0,2010,2014,181,9,5,0,0,3,before,full
86,National Sun Yat-sen University,Department of Oceanography,Professor,Meng-Hsien_Chen,1,f,non-Taiwan,UK,King's College London,35,1992,1992,1999,0,7,NA,NA,NA,NA, 1995 to 1999,6,169,26,6.5,28.17,83,3,2.67,4,8,4,6,2,1.78,4,7.27,2.7,3.57,12.29,1.83,12/21/21 4:27,3.19,0.15,98.8,100,0,1995,1999,169,2,1,0,0,2,before,full
87,National Chung Hsing University,Department of Life Sciences,Associate Professor,Meng-Yuan_Huang,1,m,Taiwan,Taiwan,National Taiwan Normal University,334,2011,2015,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
88,National Chung Hsing University,Department of Entomology,Assistant Professor,Ming-Cheng_Wu,1,m,non-Taiwan,UK,The University of Manchester,27,2011,2018,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
89,National Chung Hsing University,Department of Life Sciences,Assistant Professor,Ming-Feng_Chuang,1,m,Taiwan,Taiwan,TUNGHAI UNIVERSITY,1201,2013,2020,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
90,Academia Sinica,Biodiversity Research Center,Professor,Ming-Shiou_Jeng,1,m,Taiwan,Taiwan,National Taiwan University,68,1989,1989,2005,0,16,NA,NA,NA,NA, 2001 to 2005,12,440,20,22,36.67,139.37,4.37,3,9,5,-4,12,5,2.79,6,25.59,5.06,7.99,18.49,4.03,11/30/21 1:34,6.96,0.3,96.1,100,0,2001,2005,440,8,4,2,0,3,before,full
91,National Taiwan University,Department of Life Science,Assistant Professor,Ming-Yi_Chou,1,m,Taiwan,Taiwan,National Taiwan University,68,2009,2017,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
92,National Taiwan University,Department of Agricultural Chemistry,Associate Professor,Nai-Chun_LIN,1,f,non-Taiwan,USA,Cornell University,21,2004,2005,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
93,National Chung Hsing University,Department of Life Sciences,Professor,Pan-Wen_Hsueh,1,m,non-Taiwan,USA,The University of Alabama,900,1992,1992,2003,0,11,NA,NA,NA,NA, 1999 to 2003,6,98,20,4.9,16.33,77.67,4.83,1.5,6,4,-2,6,2,4,5,5.15,2.27,4.08,7.87,4.83,12/5/21 4:32,3.88,0.25,100,100,0,2001,2003,98,2,0,0,0,1,before,full
94,National Taiwan Normal University,Department of Life Science,Professor,Pei-Chun_Liao,1,m,Taiwan,Taiwan,National Taiwan Normal University,334,2007,2009,2017,2,8,NA,NA,NA,NA, 2013 to 2017,19,209,8,26.13,11,43.25,4.08,4.95,9,NA,,13,7,1.69,3,41.58,6.45,8.57,8.72,3.43,11/28/21 20:43,5.4,0.38,75.1,89.5,1,2013,2017,209,15,7,1,0,3,before,full
95,National Taiwan University,Institute of Ecology and Evolutionary Biology,Professor,Pei-Fen_Lee,1,m,non-Taiwan,USA,University of Michigan,23,1991,1992,2005,1,13,NA,NA,NA,NA, 2001 to 2005,11,589,18,32.72,53.55,180.58,3.35,3.64,9,11,2,11,6,2.53,7,35.43,5.95,10.8,22.25,3.35,12/5/21 3:33,10.03,0.39,97.8,100,1,2003,2005,589,7,6,2,0,3,before,full
96,National Taiwan Normal University,Department of Life Science,Professor,Pei-Jen_Lee_Shaner,1,f,non-Taiwan,USA,University of Virginia,226,2005,2009,2018,4,9,NA,NA,NA,NA, 2014 to 2018,13,253,7,36.14,19.46,68.88,4.12,3.46,8,NA,,13,6,2.21,4,44.59,6.68,12.43,12.92,3.62,11/28/21 21:40,9.84,0.57,91.3,100,1,2014,2018,253,11,5,2,0,3,before,full
97,National Taiwan University,Institute of Ecology and Evolutionary Biology,Assistant Professor,Po-Ju_Ke,1,m,non-Taiwan,USA,Stanford University,3,2019,2021,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
98,National Chung Hsing University,Department of Life Sciences,Assistant Professor,Ren-Chung_Cheng,1,m,non-Taiwan,Republika Slovenija,University of Ljubljana,595,2016,2018,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
99,National Sun Yat-sen University,Department of Biological Sciences,Assistant Professor,Romain_Richard,1,m,non-Taiwan,Canada,University of Calgary,235,2014,2018,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
100,Academia Sinica,Biodiversity Research Center,Associate Professor,Ryuji_Machida,1,m,non-Taiwan,Japan,The University of Tokyo,23,2003,2009,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
101,National Taiwan University,Department of Bioenvironmental Systems Engineering,Assistant Professor,Sau-Wai_Yam,1,f,non-Taiwan,Hong Kong,The University of Hong Kong,22,2005,2008,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
102,Academia Sinica,Institute of Molecular Biology,Assistant Professor,See-Yeun_Ting,1,m,non-Taiwan,USA,University of Wisconsin - Madison,75,2017,2021,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
103,Academia Sinica,Biodiversity Research Center,Professor,Sen-Lin_Tang,1,m,non-Taiwan,Australia,The University of Melbourne,37,2002,2006,2016,4,10,NA,NA,NA,NA, 2012 to 2016,29,934,9,103.78,32.21,203.71,6.37,4.86,18,10,-8,29,16,3.56,8,148.92,12.2,31.97,22.05,5.93,12/1/21 1:50,22.63,0.89,86.7,100,2,2012,2016,934,26,25,15,0,8,before,full
104,National Taiwan University,Institute of Fisheries Science,Assistant Professor,Shan-Hua_Yang,1,f,Taiwan,Taiwan,National Chung Hsing University,675,2015,2019,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
105,National Sun Yat-sen University,Department of Marine Biotechnology and Resources,Assistant Professor,Shang-Yin_Vanson Liu,1,m,Taiwan,Taiwan,National Taiwan University,68,2008,2015,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
106,National Chung Hsing University,Department of Entomology,Professor,Shaw-Yhi_Hwang,1,m,non-Taiwan,USA,University of Wisconsin - Madison,75,1997,2000,2009,3,9,NA,NA,NA,NA, 2005 to 2009,6,217,15,14.47,36.17,67.42,1.75,3.5,5,8,3,6,5,1.39,5,16.96,4.12,5.28,13.75,1.75,12/12/21 5:21,4.49,0.33,98.6,100,0,2006,2009,217,5,2,1,0,2,before,full
107,National Sun Yat-sen University,Department of Biological Sciences,Associate Professor,Shen-Horn_Yen,1,m,non-Taiwan,UK,Imperial College London,7,2004,2006,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
108,Academia Sinica,Biodiversity Research Center,Professor,Sheng-Feng_Shen,1,m,non-Taiwan,USA,Cornell University,21,2009,2010,2021,1,11,NA,NA,NA,NA, 2017 to 2021,21,171,4,42.75,8.14,39.93,5.57,4.1,7,NA,,12,10,1.53,3,82.92,9.11,18.5,9.54,2.95,12/1/21 2:50,9.98,0.75,81.9,95.9,1,2017,2021,171,15,12,7,0,6,before,full
109,National Sun Yat-sen University,Department of Biological Sciences,Assistant Professor,Shih-Hui_Liu,1,f,non-Taiwan,USA,Saint Louis University,NA,2017,2019,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
110,National Taiwan Normal University,Department of Life Science,Professor,Shih-Ying_Hwang,1,m,non-Taiwan,USA,The Ohio State University,120,1993,1993,2002,0,9,NA,NA,NA,NA, 1998 to 2002,5,287,22,13.05,57.4,83.12,1.62,3.4,5,13,8,5,4,1.47,4,14.41,3.8,4.23,16.19,1.62,11/27/21 23:06,3.77,0.18,100,100,0,1999,2002,287,4,3,1,0,3,before,full
111,National Chung Hsing University,Department of Life Sciences,Professor,"Shih,_Hsi-Te",1,m,Taiwan,Taiwan,National Sun Yat-sen University,412,1999,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
112,National Taiwan University,Department of Entomology,Professor,Shiuh-Feng_Shiao,1,m,Taiwan,Taiwan,National Taiwan University,68,1997,2000,2013,3,13,NA,NA,NA,NA, 2009 to 2013,7,80,10,8,11.43,35,3,2.57,4,5,1,7,3,1.6,4,8.85,2.97,3.91,7.75,2,12/9/21 1:48,3.5,0.4,95,100,0,2011,2013,80,3,1,0,0,2,before,full
113,National Taiwan Normal University,Department of Life Science,Professor,Shou-Hsien_Li,1,m,non-Taiwan,USA,State University of New York,378,1997,1999,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
115,National Taiwan Normal University,Department of Life Science,Professor,Si-Min_Lin,1,m,Taiwan,Taiwan,National Taiwan Normal University,334,2003,2004,2016,1,12,NA,NA,NA,NA, 2012 to 2016,23,336,9,37.33,14.61,85.27,6.1,4,11,7,-4,17,8,2.52,5,54.19,7.36,13.51,11.96,4.93,11/28/21 3:20,9.47,0.56,78.6,93.5,1,2012,2016,336,18,10,3,0,4,before,full
116,National Taiwan University,Department of Agronomy,Assistant Professor,Steven_H._Wu,1,m,non-Taiwan,NZ,The University of Auckland,85,2010,2021,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
117,National Cheng Kung University,Department of Life Sciences,Associate Professor,"Sung,_Huang-Mo",1,m,non-Taiwan,USA,University of Texas at Dallas,477,2002,2007,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
118,National Cheng Kung University,Department of Life Sciences,Associate Professor,Takefumi_Nakazawa,1,m,non-Taiwan,Japan,Kyoto University,33,2008,2013,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
119,National Sun Yat-sen University,Department of Oceanography,Professor,Te-Yu_Liao,1,m,non-Taiwan,Sweden,Stockholm University,148,2010,2012,2021,2,9,NA,NA,NA,NA, 2017 to 2021,18,58,4,14.5,3.22,13.47,4.94,4.11,4,NA,,6,9,0.89,2,34.25,5.85,8,4.58,2.15,12/21/21 20:31,3.36,0.5,63.8,77.6,0,2017,2021,58,10,10,1,0,3,before,full
120,National Taiwan Normal University,Department of Life Science,Professor,Teng-Chiu_Lin,1,m,non-Taiwan,USA,University of Kansas,387,1995,1995,2000,0,5,NA,NA,NA,NA, 1996 to 2000,7,247,25,9.88,35.29,66.52,2.53,4,5,8,3,7,4,1.19,4,10.84,3.29,2.91,14.59,2.53,11/27/21 22:05,2.66,0.16,96.4,100,0,1996,2000,247,4,3,0,0,2,before,full
121,National Taiwan University,Department of Entomology,Associate Professor,Toshinori_Okuyama,1,m,non-Taiwan,USA,University of Florida,173,2006,2008,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
